Entry Time,Entry Price,Exit Time,Exit Price,Investment ($),Exit Value ($),Entry Fees ($),Exit Fees ($),PnL ($),Return (%),Exit Type
2023-03-24 17:51:00,27513.0,2023-03-24 17:52:00,27555.1,7785.87,7681.69,57.96,58.05,-104.18,-1.34,Signal Exit
2023-03-24 20:42:00,27535.1,2023-03-24 20:43:00,27565.9,7681.69,7575.79,57.18,57.25,-105.9,-1.38,Signal Exit
2023-03-24 20:44:00,27550.6,2023-03-24 20:46:00,27562.4,7575.79,7466.19,56.4,56.42,-109.59,-1.45,Signal Exit
2023-03-24 20:49:00,27559.5,2023-03-24 21:01:00,27578.7,7466.19,7360.16,55.58,55.62,-106.04,-1.42,Signal Exit
2023-03-24 21:02:00,27570.7,2023-03-25 13:33:00,27464.4,7360.16,7222.62,54.79,54.58,-137.54,-1.87,Signal Exit
2023-03-25 13:34:00,27472.5,2023-03-25 13:36:00,27496.0,7222.62,7121.18,53.77,53.81,-101.45,-1.4,Signal Exit
2023-03-25 19:30:00,27172.4,2023-03-25 19:34:00,27273.1,7121.18,7041.15,53.01,53.21,-80.02,-1.12,Signal Exit
2023-03-25 19:38:00,27239.6,2023-03-25 19:44:00,27275.3,7041.15,6945.41,52.42,52.48,-95.74,-1.36,Signal Exit
2023-03-25 19:48:00,27210.8,2023-03-25 20:09:00,27265.3,6945.41,6855.71,51.7,51.81,-89.7,-1.29,Signal Exit
2023-03-25 20:10:00,27240.2,2023-03-25 20:24:00,27289.9,6855.71,6765.96,51.04,51.13,-89.75,-1.31,Signal Exit
2023-03-25 22:40:00,27418.8,2023-03-25 22:41:00,27424.5,6765.96,6666.61,50.37,50.38,-99.35,-1.47,Signal Exit
2023-03-25 22:56:00,27421.0,2023-03-25 22:58:00,27433.3,6666.61,6570.31,49.63,49.65,-96.31,-1.44,Signal Exit
2023-03-25 23:02:00,27421.4,2023-03-25 23:10:00,27415.1,6570.31,6471.0,48.91,48.9,-99.31,-1.51,Signal Exit
2023-03-25 23:11:00,27424.3,2023-03-25 23:12:00,27420.4,6471.0,6373.75,48.17,48.16,-97.25,-1.5,Signal Exit
2023-03-27 14:17:00,27516.0,2023-03-28 18:37:00,26887.8,6373.75,6135.51,47.45,46.36,-238.24,-3.74,Signal Exit
2023-03-28 18:43:00,26981.0,2023-03-28 18:45:00,27136.0,6135.51,6078.88,45.67,45.94,-56.63,-0.92,Signal Exit
2023-03-29 00:19:00,27265.9,2023-03-29 00:47:00,27236.0,6078.88,5981.81,45.25,45.2,-97.07,-1.6,Signal Exit
2023-03-29 00:51:00,27261.3,2023-03-29 04:32:00,27547.4,5981.81,5954.59,44.53,45.0,-27.22,-0.45,Signal Exit
2023-03-30 17:36:00,27732.8,2023-03-30 17:37:00,27785.0,5954.59,5876.98,44.33,44.41,-77.61,-1.3,Signal Exit
2023-03-30 17:41:00,27770.4,2023-03-30 17:42:00,27776.1,5876.98,5790.67,43.75,43.76,-86.31,-1.47,Signal Exit
2023-03-30 17:53:00,27765.1,2023-03-30 17:54:00,27778.5,5790.67,5707.21,43.11,43.13,-83.46,-1.44,Signal Exit
2023-03-30 17:55:00,27725.6,2023-03-30 17:57:00,27784.8,5707.21,5634.24,42.49,42.58,-72.97,-1.28,Signal Exit
2023-03-30 18:04:00,27761.2,2023-03-30 18:05:00,27779.3,5634.24,5553.98,41.94,41.97,-80.27,-1.42,Signal Exit
2023-03-30 18:06:00,27767.6,2023-03-30 18:16:00,27788.0,5553.98,5475.31,41.34,41.38,-78.67,-1.42,Signal Exit
2023-04-05 15:04:00,27862.3,2023-04-05 15:05:00,27921.3,5475.31,5405.21,40.76,40.85,-70.1,-1.28,Signal Exit
2023-04-05 15:59:00,27996.1,2023-04-05 16:00:00,27966.1,5405.21,5319.03,40.24,40.19,-86.18,-1.59,Signal Exit
2023-04-05 16:02:00,28001.5,2023-04-05 16:03:00,28018.8,5319.03,5243.08,39.6,39.62,-75.95,-1.43,Signal Exit
2023-04-05 16:08:00,27932.9,2023-04-10 22:03:00,29641.6,5243.08,5480.97,39.03,41.42,237.89,4.54,Signal Exit
2023-04-21 02:45:00,28189.6,2023-04-21 02:47:00,28176.7,5480.97,5396.89,40.8,40.78,-84.07,-1.53,Signal Exit
2023-04-21 02:49:00,28190.3,2023-04-21 09:33:00,27959.7,5396.89,5273.05,40.18,39.85,-123.84,-2.29,Signal Exit
2023-04-21 09:34:00,27969.4,2023-04-21 10:01:00,28008.3,5273.05,5201.77,39.25,39.31,-71.28,-1.35,Signal Exit
2023-04-21 10:07:00,28022.1,2023-04-21 10:11:00,28009.9,5201.77,5122.09,38.72,38.71,-79.68,-1.53,Signal Exit
2023-04-21 10:14:00,28040.2,2023-04-21 10:16:00,28054.9,5122.09,5048.48,38.13,38.15,-73.61,-1.44,Signal Exit
2023-04-21 10:33:00,28034.7,2023-04-21 10:35:00,28005.8,5048.48,4968.19,37.58,37.54,-80.29,-1.59,Signal Exit
2023-04-21 14:16:00,28001.0,2023-04-21 14:17:00,28072.4,4968.19,4906.7,36.98,37.08,-61.49,-1.24,Signal Exit
2023-04-21 14:46:00,28043.7,2023-04-21 14:47:00,28030.6,4906.7,4831.39,36.53,36.51,-75.31,-1.53,Signal Exit
2023-04-21 14:49:00,28043.1,2023-04-21 14:54:00,28047.5,4831.39,4760.21,35.97,35.97,-71.18,-1.47,Signal Exit
2023-04-21 14:57:00,28004.4,2023-04-21 15:03:00,28044.7,4760.21,4696.08,35.44,35.49,-64.12,-1.35,Signal Exit
2023-04-21 15:04:00,28053.1,2023-04-21 15:56:00,28004.7,4696.08,4618.19,34.96,34.9,-77.9,-1.66,Signal Exit
2023-04-21 16:08:00,27956.3,2023-04-21 16:14:00,28005.5,4618.19,4557.43,34.38,34.44,-60.75,-1.32,Signal Exit
2023-04-21 16:17:00,28041.6,2023-04-21 16:22:00,28006.8,4557.43,4484.01,33.93,33.88,-73.42,-1.61,Signal Exit
2023-04-21 16:25:00,27974.6,2023-04-21 16:27:00,27928.5,4484.01,4409.97,33.38,33.32,-74.04,-1.65,Signal Exit
2023-04-21 16:32:00,27939.2,2023-04-21 16:33:00,27922.2,4409.97,4341.67,32.83,32.81,-68.3,-1.55,Signal Exit
2023-04-21 16:34:00,27924.3,2023-04-21 16:35:00,27936.5,4341.67,4278.9,32.32,32.33,-62.77,-1.45,Signal Exit
2023-04-21 16:37:00,27916.6,2023-04-21 16:41:00,27946.3,4278.9,4219.68,31.85,31.89,-59.22,-1.38,Signal Exit
2023-04-21 16:42:00,27955.8,2023-04-25 22:01:00,28298.1,4219.68,4207.75,31.41,31.8,-11.93,-0.28,Signal Exit
2023-04-25 22:02:00,28323.0,2023-04-25 22:08:00,28258.0,4207.75,4135.59,31.32,31.25,-72.16,-1.71,Signal Exit
2023-04-25 22:09:00,28260.2,2023-04-25 23:37:00,28266.2,4135.59,4074.89,30.79,30.79,-60.71,-1.47,Signal Exit
2023-04-25 23:45:00,28261.2,2023-04-25 23:46:00,28282.7,4074.89,4017.27,30.33,30.36,-57.61,-1.41,Signal Exit
2023-04-26 00:03:00,28244.2,2023-04-26 00:06:00,28256.5,4017.27,3959.18,29.91,29.92,-58.09,-1.45,Signal Exit
2023-05-01 01:51:00,28454.4,2023-05-01 01:53:00,28504.2,3959.18,3907.06,29.47,29.52,-52.12,-1.32,Signal Exit
2023-05-01 01:55:00,28480.4,2023-05-01 01:56:00,28450.8,3907.06,3844.9,29.08,29.05,-62.17,-1.59,Signal Exit
2023-05-01 01:57:00,28475.3,2023-05-01 01:59:00,28486.6,3844.9,3789.15,28.62,28.63,-55.74,-1.45,Signal Exit
2023-05-01 02:00:00,28434.2,2023-05-01 02:02:00,28553.9,3789.15,3748.45,28.21,28.33,-40.7,-1.07,Signal Exit
2023-05-01 03:15:00,28426.3,2023-05-01 03:17:00,28499.6,3748.45,3702.17,27.9,27.98,-46.29,-1.23,Signal Exit
2023-05-01 03:35:00,28531.8,2023-05-01 03:36:00,28534.2,3702.17,3647.35,27.56,27.56,-54.81,-1.48,Signal Exit
2023-05-01 03:55:00,28533.1,2023-05-01 04:00:00,28525.1,3647.35,3592.04,27.15,27.14,-55.31,-1.52,Signal Exit
2023-05-01 04:09:00,28537.5,2023-05-01 04:12:00,28538.9,3592.04,3538.74,26.74,26.74,-53.31,-1.48,Signal Exit
