Entry Time,Entry Price,Exit Time,Exit Price,Investment ($),Exit Value ($),Entry Fees ($),Exit Fees ($),PnL ($),Return (%),Exit Type
2023-05-01 19:12:00,28059.4,2023-05-01 21:33:00,28020.0,7877.54,7749.36,58.64,58.56,-128.18,-1.63,Signal Exit
2023-05-01 21:34:00,28001.8,2023-05-01 22:40:00,28052.2,7749.36,7647.72,57.69,57.79,-101.64,-1.31,Signal Exit
2023-05-01 22:45:00,28008.3,2023-05-01 23:02:00,28041.5,7647.72,7542.79,56.93,57.0,-104.93,-1.37,Signal Exit
2023-05-01 23:59:00,28042.8,2023-05-02 00:42:00,28088.4,7542.79,7442.58,56.15,56.24,-100.22,-1.33,Signal Exit
2023-05-02 00:48:00,28061.0,2023-05-02 07:15:00,28103.7,7442.58,7342.92,55.4,55.49,-99.65,-1.34,Signal Exit
2023-05-02 07:18:00,28052.1,2023-05-02 07:23:00,28064.9,7342.92,7236.9,54.66,54.69,-106.02,-1.44,Signal Exit
2023-05-02 07:24:00,28059.4,2023-05-02 07:27:00,28077.8,7236.9,7133.83,53.87,53.91,-103.07,-1.42,Signal Exit
2023-05-02 07:29:00,28047.2,2023-05-02 08:06:00,28071.3,7133.83,7033.66,53.11,53.15,-100.17,-1.4,Signal Exit
2023-05-02 08:26:00,28048.4,2023-05-02 10:50:00,28015.1,7033.66,6920.71,52.36,52.3,-112.95,-1.61,Signal Exit
2023-05-02 10:51:00,28004.1,2023-05-02 11:10:00,28016.3,6920.71,6820.65,51.52,51.54,-100.07,-1.45,Signal Exit
2023-05-02 11:12:00,28003.1,2023-05-02 11:13:00,28006.9,6820.65,6720.01,50.77,50.78,-100.64,-1.48,Signal Exit
2023-05-12 15:49:00,26298.3,2023-05-12 21:11:00,26676.4,6720.01,6715.14,50.02,50.74,-4.87,-0.07,Signal Exit
2023-05-22 07:42:00,26829.0,2023-05-23 02:58:00,27099.6,6715.14,6681.88,49.99,50.49,-33.26,-0.5,Signal Exit
2023-05-24 02:00:00,27088.0,2023-05-24 02:01:00,27105.3,6681.88,6586.6,49.74,49.77,-95.28,-1.43,Signal Exit
2023-05-24 03:09:00,27063.3,2023-05-25 01:27:00,25866.5,6586.6,6201.6,49.03,46.86,-385.0,-5.85,Stop-Loss
2023-05-25 01:28:00,25889.7,2023-05-25 09:17:00,26193.4,6201.6,6180.94,46.17,46.71,-20.67,-0.33,Signal Exit
